BYSID,father_job,col_major,BYS22001,BYS22002,BYS23002,BYS04008,BYS04009,selfConcept_cate,lifeSelfConfidence_cate,emotionalStability_cate,schFacilSatisfi_cate,careerSelfEfficacy_cate,liberalArts_cate,naturalSciences_cate,AT_05,GENDER,teacherRel_cate,J007C
3258,4,2,6,1,1,1,3,2,3,2,3,2,2,1,0,2,1,6
3260,0,0,8,3,2,4,3,3,3,1,3,3,2,2,0,1,1,8
3261,0,6,1,3,6,6,4,3,4,1,4,3,3,3,0,1,1,1
3262,5,4,8,3,6,4,8,2,2,2,3,3,1,2,3,1,1,6
3263,3,7,1,3,1,4,6,3,2,1,3,2,2,2,0,2,1,5
3264,1,2,2,1,1,4,5,3,3,1,1,4,3,1,0,1,1,5
3266,2,4,1,7,3,4,1,3,3,2,3,1,2,1,0,1,1,8
3269,4,0,1,3,1,4,1,3,4,1,2,4,3,4,3,1,1,5
3271,4,0,6,2,1,6,5,3,4,1,2,3,1,1,0,1,1,6
3273,0,0,1,6,1,4,1,3,4,1,3,4,3,1,1,1,1,6
3279,4,0,2,6,7,3,6,2,3,1,3,3,2,1,0,2,1,5
3292,0,7,1,8,1,1,5,3,3,2,3,3,2,2,1,2,1,5
3293,5,2,2,6,4,6,4,2,2,1,2,3,1,2,0,1,1,1
3300,4,5,8,3,2,4,6,2,2,2,2,3,2,1,3,2,1,6
3302,1,5,2,10,1,9,6,3,2,1,3,4,2,3,3,2,1,6
3307,1,3,8,6,1,6,4,3,2,2,2,2,2,1,0,2,1,2
3308,5,2,8,6,8,1,6,3,4,2,3,3,3,2,3,2,1,6
3309,4,0,1,8,1,3,6,3,4,1,3,3,3,3,0,1,1,8
3314,0,2,2,9,8,6,3,3,3,2,3,4,2,1,3,2,1,6
3316,4,0,2,7,1,4,1,3,3,1,3,4,2,2,0,2,1,8
3319,5,6,3,1,1,6,9,2,2,2,2,3,1,2,0,2,1,1
3320,0,0,6,2,4,2,4,2,2,2,2,3,2,2,0,2,1,8
3323,3,2,1,2,1,3,4,3,3,1,2,3,2,2,0,1,1,1
3324,1,5,1,8,1,4,9,2,2,1,3,3,2,2,0,1,1,6
3325,4,0,2,6,1,3,6,3,3,1,3,3,2,2,0,2,1,6
3330,4,4,5,8,1,4,3,2,2,1,3,2,1,1,0,1,1,8
3331,1,0,7,1,4,9,6,3,3,2,2,3,2,1,0,2,1,6
3332,1,7,1,8,1,3,6,3,2,1,3,3,2,2,0,2,1,5
3333,2,1,6,3,1,6,3,4,4,1,3,3,2,1,0,2,1,5
3334,0,2,1,3,1,6,3,3,3,1,1,3,3,2,0,2,1,1
3343,4,4,1,3,2,3,4,3,2,1,3,4,1,1,3,1,1,8
3346,5,0,2,8,2,1,3,3,3,1,3,3,3,1,0,2,1,8
3347,4,2,1,2,1,3,6,3,4,2,3,4,3,2,0,1,1,5
3354,4,5,1,3,3,3,6,3,2,2,4,2,2,1,0,2,1,6
3355,4,0,1,2,2,6,4,2,2,1,2,2,1,1,0,1,1,5
3358,4,4,2,1,1,4,9,4,3,2,3,4,4,2,0,1,1,8
3359,0,0,8,1,1,4,3,3,3,2,3,2,2,2,0,2,1,1
3360,4,4,1,3,1,1,2,3,2,2,2,3,1,2,3,2,1,8
3363,4,4,2,1,1,4,1,2,2,2,2,3,1,2,0,1,1,5
3366,4,0,3,2,6,4,5,3,2,1,2,2,2,2,0,1,1,8
3369,0,0,1,2,4,6,4,3,3,1,2,3,1,1,0,1,1,5
3370,4,0,1,2,1,4,6,3,4,1,3,3,3,1,0,1,1,8
3371,0,3,1,2,2,4,9,2,2,1,1,2,2,2,0,2,2,6
3374,5,3,6,1,1,1,6,3,3,1,3,3,2,2,3,2,1,2
3376,5,4,2,8,1,4,5,3,2,1,2,3,2,1,3,1,1,8
3378,4,5,1,8,1,4,3,2,3,1,3,3,1,2,0,1,1,5
3384,1,2,1,3,1,4,1,3,2,1,3,3,3,2,0,1,1,5
3389,3,0,1,6,1,4,1,3,3,1,4,4,2,2,0,2,1,8
3390,0,0,1,3,2,1,6,3,3,1,2,2,3,2,0,2,2,8
3392,4,0,6,1,2,4,3,3,4,2,2,3,3,2,0,2,1,8
3393,4,4,3,1,2,1,6,3,2,1,2,2,2,3,0,1,1,2
3395,4,0,1,3,1,3,1,3,2,2,4,3,2,1,0,2,1,1
3396,5,6,8,1,1,9,6,3,3,1,2,3,2,1,3,2,1,1
3398,3,4,9,2,6,5,9,2,2,2,2,2,2,1,3,2,1,8
3399,5,0,4,1,1,9,3,3,4,1,4,2,1,2,0,2,1,8
3407,5,0,8,9,2,6,1,3,4,1,2,3,2,1,0,2,2,8
3409,1,3,2,1,1,6,3,3,3,1,2,4,2,3,0,2,1,1
3410,2,5,2,1,2,9,3,4,4,1,1,2,2,2,0,2,1,5
3419,0,5,1,2,1,1,4,2,2,1,2,2,2,1,0,1,1,5
3420,3,4,8,1,2,4,5,3,3,1,4,4,3,2,0,1,1,8
3422,4,2,1,2,1,4,1,3,2,1,3,2,3,2,0,1,1,1
3425,0,0,1,2,1,1,6,3,3,2,3,3,3,3,0,1,1,5
3431,0,0,3,2,1,4,3,2,3,1,2,2,2,2,0,1,1,6
3438,0,0,1,2,1,6,2,3,3,2,2,3,2,2,0,2,1,1
3440,4,2,1,3,1,4,9,3,2,1,2,2,3,3,1,1,2,1
3441,4,0,1,2,4,1,6,2,2,1,2,3,3,3,0,2,1,6
3445,3,2,1,2,1,1,2,3,2,1,3,2,3,2,3,2,1,5
3447,1,7,8,2,1,6,1,2,2,1,3,3,3,2,0,2,1,2
3449,2,2,2,3,1,5,4,3,3,1,4,2,2,1,3,2,1,1
3450,5,0,1,8,3,1,6,3,3,1,3,3,3,2,0,2,1,6
3451,4,0,8,1,3,6,3,3,3,2,3,3,3,2,0,2,1,8
3453,1,0,1,4,1,3,4,3,3,2,2,4,2,2,0,1,1,6
3458,5,4,1,3,2,4,5,3,3,2,3,3,3,2,0,1,1,8
3460,4,4,1,2,1,4,9,3,4,2,2,3,1,2,3,1,1,2
3461,2,7,6,1,1,6,4,3,4,1,2,4,2,2,0,1,1,6
3467,5,0,2,8,1,4,1,3,2,1,3,3,2,3,0,1,1,1
3468,0,2,1,3,1,5,6,3,4,2,3,4,3,3,0,1,1,8
3469,3,2,6,9,1,1,5,3,3,1,2,3,3,2,0,2,1,1
3470,4,5,1,3,4,1,2,4,5,2,3,4,2,1,3,1,1,8
3474,0,0,6,5,1,1,6,3,2,2,3,3,2,4,0,1,1,8
3478,4,7,3,1,2,4,6,3,3,1,2,4,3,3,0,1,1,5
3479,5,2,1,3,1,4,6,2,2,2,3,5,2,1,3,1,1,5
3481,2,0,2,6,1,4,6,3,3,2,2,3,3,1,0,1,2,5
3484,5,0,3,2,3,5,4,2,1,1,3,3,2,3,0,2,1,5
3487,5,7,2,6,1,5,3,4,4,1,2,5,2,1,0,2,1,5
3488,4,0,1,8,4,3,6,3,2,2,3,2,3,3,0,2,1,1
3494,0,0,3,1,2,4,3,2,1,2,3,3,2,3,0,1,1,5
3496,3,4,9,2,4,4,6,3,3,1,1,2,2,1,0,1,1,8
3498,4,7,4,8,1,3,4,3,4,1,3,3,3,3,0,2,1,5
3499,0,2,2,3,1,1,3,3,4,2,4,4,3,2,3,2,1,5
3500,5,0,1,6,4,3,5,3,3,1,3,3,2,2,0,2,1,5
3502,4,2,2,3,1,6,1,3,2,2,2,2,2,2,0,2,1,5
3503,1,0,3,2,1,6,4,3,3,1,2,2,2,1,0,2,1,5
3504,5,0,2,1,7,1,2,2,2,1,3,2,3,3,0,2,1,8
3507,4,0,1,3,4,3,6,3,3,1,2,3,3,2,0,1,1,5
3508,0,4,1,2,1,6,1,3,3,2,2,4,2,1,3,1,1,5
3511,0,0,8,2,1,5,1,2,2,2,3,2,2,2,0,2,2,8
3514,3,5,3,2,1,6,4,2,2,2,2,1,1,1,0,2,1,8
3515,2,1,2,1,1,3,4,3,2,2,3,2,2,2,0,2,1,1
3517,4,0,2,8,1,4,6,3,3,1,3,4,2,3,0,2,1,1
3518,4,0,1,8,7,4,5,3,3,1,4,3,3,2,3,1,1,5
3520,0,6,3,1,2,4,5,3,3,2,3,3,2,2,0,1,1,1
3526,2,4,2,1,1,4,6,2,2,2,3,2,2,2,0,1,1,8
3527,3,2,1,3,2,6,4,3,3,2,2,3,3,2,0,1,1,5
3531,4,5,8,1,1,4,3,2,3,2,3,3,2,1,0,1,1,6
3532,5,1,2,9,1,4,1,2,2,1,3,2,1,1,0,1,1,5
3533,4,4,1,9,2,4,5,3,4,1,4,4,2,2,3,1,1,1
3535,2,5,2,3,1,3,4,4,3,1,3,5,3,2,0,1,1,8
3536,0,0,1,8,1,4,6,2,3,1,2,2,2,3,0,1,1,5
3543,3,5,2,8,1,9,6,3,2,2,3,3,2,1,0,2,1,1
3544,0,4,1,2,3,3,4,3,2,2,3,2,2,2,3,2,1,8
3547,3,7,4,2,1,1,4,3,2,2,3,3,2,1,3,2,1,5
3551,1,4,1,2,3,4,2,3,2,1,3,3,2,2,0,1,1,8
3553,0,0,2,3,1,1,3,3,2,2,3,3,1,1,0,2,1,6
3557,4,4,3,6,2,6,9,2,2,1,3,3,1,2,3,1,1,6
3559,5,4,3,1,1,6,4,3,3,1,3,3,2,2,0,1,1,6
3566,4,4,7,1,1,4,1,2,2,1,3,2,2,3,0,1,1,8
3568,0,0,8,9,1,4,5,2,2,2,3,3,1,4,0,1,1,6
3571,4,2,1,3,2,2,1,3,3,1,3,3,2,1,0,2,1,6
3577,1,2,1,3,2,9,6,3,3,2,4,2,2,1,0,2,1,1
3578,4,7,2,1,1,6,1,3,2,2,4,2,1,3,3,2,1,6
3579,1,2,6,3,2,5,1,3,3,2,3,2,2,1,3,2,1,1
3580,4,1,1,7,3,4,1,2,2,1,1,2,2,1,0,2,2,1
3588,4,4,9,1,2,6,1,2,3,2,3,2,3,1,0,1,1,5
3590,2,0,2,3,1,3,4,2,2,2,2,2,3,2,3,2,1,5
3594,5,2,6,8,4,4,1,3,3,2,3,3,3,2,3,2,1,1
3595,0,0,1,6,1,4,3,2,2,2,4,2,1,2,0,2,2,8
3597,4,3,1,8,1,2,6,3,3,2,2,2,3,2,0,2,1,8
3598,2,5,1,3,1,4,5,2,3,1,2,3,2,2,0,1,1,8
3599,4,4,2,1,1,4,5,2,2,1,2,3,2,2,0,1,2,5
3601,4,7,8,1,4,9,2,3,3,2,2,3,3,1,0,2,1,6
3602,2,0,1,3,2,4,1,3,2,1,2,4,3,1,0,1,1,6
3604,0,4,8,1,3,4,3,2,2,1,3,3,2,1,0,1,2,8
3605,4,0,3,5,2,1,4,3,4,2,3,3,4,2,0,1,1,8
3609,4,0,8,1,1,4,6,3,3,1,2,4,1,2,0,1,1,8
3617,5,4,1,9,1,1,6,2,1,1,3,3,2,1,0,1,1,1
3618,0,0,8,3,1,5,4,3,3,2,2,3,1,2,0,1,2,6
3619,4,4,1,7,1,5,6,3,2,1,3,3,2,2,0,2,1,5
3622,5,4,1,6,1,4,6,2,2,2,2,2,1,1,0,1,1,8
3623,0,0,6,10,1,4,3,3,3,1,3,3,2,2,0,2,1,8
3626,4,0,8,3,1,6,2,3,2,1,3,3,3,2,0,1,1,8
3627,0,0,1,2,1,4,6,1,1,2,3,2,1,1,0,1,1,5
3629,3,4,2,8,2,4,3,3,3,1,3,3,2,2,3,1,1,8
3632,4,2,3,1,2,4,6,3,3,1,3,3,3,3,3,2,1,1
3633,4,7,2,3,1,6,3,3,3,2,3,2,3,1,0,2,1,5
3634,1,4,2,1,7,4,3,3,3,1,3,3,2,2,0,1,2,8
3635,5,0,3,8,6,1,9,3,2,1,2,2,1,3,0,2,1,5
3637,4,5,2,1,1,1,4,3,3,1,3,3,3,3,3,1,1,5
3639,4,0,6,3,2,4,1,3,3,1,3,3,2,2,0,2,1,6
3645,0,0,8,1,1,6,2,2,3,2,3,3,2,1,3,2,1,1
3646,4,0,1,2,1,3,5,3,4,1,3,4,3,1,0,2,1,8
3648,5,0,3,8,2,1,6,3,3,1,3,3,2,2,0,1,1,6
3653,4,7,7,1,1,4,3,2,2,1,2,4,2,2,3,1,1,5
3655,5,0,5,8,2,3,5,2,3,2,3,2,2,1,0,2,1,8
3656,4,2,6,2,1,6,5,4,4,1,2,4,4,2,0,1,1,5
3657,4,4,2,1,3,4,3,3,3,2,2,4,3,3,3,1,1,5
3658,4,0,2,6,4,3,1,3,2,1,3,3,2,3,0,1,1,8
3660,4,4,3,2,2,4,3,3,3,2,2,4,3,3,0,1,1,1
3662,3,5,9,1,1,5,4,3,3,1,2,3,3,2,0,2,1,5
3665,1,6,1,7,3,1,6,3,3,2,4,4,3,4,0,1,1,8
3666,0,0,2,1,1,3,1,2,2,1,3,3,1,1,0,2,2,8
3667,5,2,8,1,1,1,5,3,3,1,2,3,3,1,1,2,1,1
3671,4,5,1,4,1,4,5,1,1,1,2,1,1,1,0,1,1,6
3672,5,0,2,8,1,5,3,2,2,2,3,3,2,1,0,2,1,8
3676,4,6,1,2,1,1,4,3,2,1,4,3,4,3,3,1,1,2
3677,3,6,6,2,1,6,1,3,4,2,3,3,2,3,0,1,1,5
3678,3,4,1,7,1,9,6,4,4,1,2,3,3,2,0,1,1,8
3683,0,4,2,1,2,4,1,2,2,1,3,2,3,2,1,1,1,6
3684,5,0,2,6,2,3,6,2,2,2,3,2,2,1,0,2,2,8
3685,4,7,2,1,1,4,3,3,3,1,3,3,1,1,0,2,1,6
3687,1,6,8,1,1,1,9,3,3,2,2,3,2,3,0,2,1,1
3688,4,0,6,1,1,5,4,3,3,1,3,3,2,2,0,2,1,8
3689,3,7,2,1,1,4,9,3,3,2,3,3,2,2,0,2,1,5
3690,3,0,1,6,2,6,2,3,3,2,3,3,2,2,3,2,1,1
3695,5,2,1,2,1,6,3,3,4,2,2,3,2,2,0,2,2,1
3697,0,4,3,8,2,4,5,2,2,1,2,2,3,3,3,1,1,1
3699,4,0,1,2,1,1,4,3,4,2,3,5,3,1,1,2,1,6
3700,5,7,1,3,1,5,9,3,3,2,2,3,2,2,0,1,1,5
3703,1,2,2,3,2,5,1,2,1,2,3,2,2,1,0,2,1,1
3707,4,0,1,8,1,1,6,3,3,2,4,3,2,2,0,2,1,5
3708,5,4,2,1,2,4,3,2,2,1,2,1,2,1,0,1,2,8
3709,3,2,1,10,1,4,1,4,4,1,3,4,3,4,3,1,1,6
3712,0,4,3,1,4,4,3,3,4,1,3,4,2,3,0,1,1,8
3714,0,0,9,2,1,4,5,3,3,1,3,4,3,2,0,1,1,5
3715,5,4,2,1,1,4,3,3,2,1,3,2,3,3,0,1,1,8
3717,4,0,1,3,2,3,4,3,3,2,2,2,2,1,0,2,1,8
3721,1,6,3,1,1,9,4,3,3,1,2,3,2,2,0,2,1,1
3722,4,7,6,1,1,1,3,3,4,1,3,4,2,2,1,2,1,5
3723,4,0,3,1,3,4,1,3,3,2,2,3,2,2,0,2,1,1
3732,5,0,1,2,1,4,3,3,3,1,3,4,2,4,0,1,1,8
3736,0,0,3,1,1,6,4,2,3,2,3,3,2,1,0,2,1,5
3740,2,5,1,8,1,1,5,2,2,1,3,2,2,1,0,2,1,5
3746,0,0,2,3,4,4,5,3,4,1,3,4,1,1,0,1,1,8
3747,4,2,6,3,2,2,3,4,4,1,2,4,4,3,0,2,1,5
3748,5,4,8,3,1,4,6,2,2,2,3,2,2,2,0,1,2,5
3750,4,1,9,2,1,4,1,2,2,2,3,2,2,2,0,1,1,5
3752,1,4,8,3,1,4,3,3,3,2,2,3,3,2,0,1,1,2
3753,2,4,2,10,3,4,3,3,3,2,3,3,2,3,3,1,1,6
3754,0,2,8,6,4,1,2,3,2,1,3,3,1,3,0,2,1,8
3755,4,7,1,3,1,9,1,3,3,2,1,3,2,2,0,2,2,5
3756,4,7,7,2,1,1,3,3,3,1,3,4,2,1,1,1,1,6
3758,0,4,6,7,1,1,6,3,2,1,4,2,2,3,3,2,1,1
3763,0,0,2,6,1,3,5,2,2,1,2,3,2,2,0,2,2,8
3765,4,4,1,3,1,5,4,3,3,1,3,3,3,3,0,1,2,5
3766,4,5,1,2,3,4,6,3,3,1,3,3,3,3,0,1,1,6
3768,0,0,2,1,3,4,3,2,2,2,2,2,1,3,0,1,1,8
3769,0,2,1,3,2,6,9,3,3,2,2,3,2,1,0,1,1,5
3770,4,4,6,1,4,1,4,4,4,1,3,3,3,3,3,1,1,6
3771,1,3,8,2,1,1,5,3,2,2,3,3,3,2,3,2,1,1
3772,5,0,3,8,1,3,6,3,4,2,3,3,2,2,0,2,1,5
3779,4,4,8,7,1,6,1,3,2,2,2,3,2,3,0,2,1,1
3781,4,7,2,6,4,1,4,3,4,1,3,2,3,1,1,2,1,5
3782,0,4,3,2,2,4,5,3,2,2,2,4,2,2,0,1,1,8
3784,0,0,1,7,7,1,6,3,3,1,3,2,2,1,0,2,1,1
3787,1,0,2,8,1,4,3,3,3,2,2,3,2,2,0,1,1,6
3795,0,4,2,3,1,4,1,3,3,1,3,3,3,2,3,1,1,4
3796,0,4,10,6,1,4,3,3,3,2,1,4,3,3,0,2,1,1
3798,5,0,1,2,1,3,6,2,2,1,2,2,1,1,0,1,1,8
3807,5,4,1,2,2,6,1,2,2,2,2,3,1,2,0,1,1,5
3808,3,0,1,2,1,3,6,2,2,1,3,2,2,2,0,2,1,8
3809,1,5,6,2,1,1,3,3,3,1,2,3,2,2,0,2,1,6
3811,0,0,4,1,4,1,8,4,5,2,3,4,3,1,0,2,1,5
3817,0,0,8,4,5,4,8,3,2,1,3,3,2,2,0,1,1,6
3822,0,0,3,7,2,4,6,4,5,2,3,3,3,3,0,1,1,6
3827,4,7,1,2,1,4,1,4,3,1,4,4,2,3,3,1,1,5
3828,5,0,3,1,6,1,3,3,3,1,3,3,2,2,0,2,1,8
3832,1,4,9,7,1,1,4,3,3,1,3,4,2,4,0,1,1,8
3833,4,7,3,9,6,4,5,2,3,2,3,3,2,1,0,1,1,6
3834,4,0,2,9,4,9,2,3,2,1,3,3,3,1,0,2,1,8
3835,4,0,2,3,1,1,4,3,3,2,3,3,2,2,0,2,1,6
3839,5,2,1,3,4,6,2,3,4,1,3,2,2,1,0,2,1,6
3842,1,5,1,7,1,4,6,2,3,2,2,3,2,2,0,1,2,8
3844,0,4,1,7,2,4,9,2,3,2,2,3,3,1,0,1,1,8
3845,4,0,8,1,3,4,3,3,3,2,2,3,2,2,0,1,1,1
3848,4,0,3,8,2,6,1,2,2,1,2,2,1,3,0,2,1,8
3849,4,5,1,5,1,4,1,3,3,2,3,3,3,1,0,1,1,6
3850,1,0,1,6,1,4,1,3,3,1,3,3,2,2,0,1,2,5
3852,5,4,2,6,1,4,1,2,2,1,2,2,2,2,0,1,1,8
3853,4,3,1,7,3,3,2,2,2,2,2,2,2,1,0,2,1,2
3854,5,0,2,3,8,1,3,3,3,1,3,4,3,3,0,2,1,8
3855,1,7,2,1,1,4,6,3,4,1,3,3,2,1,0,1,1,5
3857,4,2,1,3,2,4,1,2,1,2,3,2,3,2,0,1,1,2
3859,5,4,7,6,1,3,1,4,5,2,3,3,3,3,0,1,1,5
3860,5,0,8,6,1,1,5,3,2,1,3,2,1,2,0,2,1,8
3863,1,7,3,2,4,9,1,2,3,2,2,2,2,1,0,1,2,5
3864,4,4,2,4,1,4,3,2,3,2,3,3,3,2,0,1,1,8
3866,1,7,2,9,1,4,1,3,3,1,2,3,3,2,1,2,1,5
3867,5,0,2,8,1,4,1,2,2,1,3,2,1,1,0,2,2,8
3872,0,4,1,8,2,9,5,2,2,1,3,2,2,1,0,2,1,1
3874,0,0,2,1,1,4,1,3,2,1,2,3,3,2,0,1,1,5
3875,3,6,3,1,2,3,4,2,3,3,2,2,2,2,0,1,1,1
3876,0,4,1,3,2,4,3,3,3,2,2,4,2,2,0,1,1,1
3879,0,0,2,6,1,6,9,3,4,1,3,4,2,3,0,1,1,6
3881,4,4,2,8,1,1,4,2,2,1,2,3,2,3,0,1,1,5
3882,4,4,1,3,1,9,6,3,4,1,3,3,2,2,3,1,1,1
3888,0,0,2,9,1,4,1,3,3,2,2,2,3,3,0,1,1,8
3889,4,0,1,8,2,2,3,2,3,1,3,3,1,1,0,2,2,5
3892,5,7,1,9,8,4,6,3,3,1,3,4,3,3,3,1,1,1
3893,4,0,1,2,4,4,9,3,3,2,2,4,3,1,0,2,1,1
3895,4,4,2,1,1,4,3,3,3,1,3,3,3,2,0,1,1,8
3896,1,4,2,6,1,4,6,3,4,2,3,3,3,2,3,1,1,5
3897,0,5,2,1,1,4,3,2,2,1,2,2,3,2,0,1,2,5
3899,0,0,1,6,2,9,1,3,3,1,3,3,2,2,0,2,1,8
3900,4,7,1,3,1,4,6,3,2,1,3,2,1,2,0,1,2,5
3901,4,4,1,3,1,6,9,2,2,1,2,2,2,2,3,2,1,6
3902,0,0,1,2,1,1,4,3,3,1,3,3,1,1,0,2,1,1
3903,4,0,1,2,1,1,4,4,4,2,3,3,3,3,0,1,1,6
3904,4,4,1,3,1,2,4,3,3,2,3,4,2,2,0,1,1,8
3906,5,0,1,6,1,4,6,3,2,2,3,3,3,3,0,1,1,8
3907,1,0,1,8,1,4,9,3,3,2,3,3,2,2,0,1,1,5
3908,4,4,2,1,1,4,3,3,3,2,2,2,3,1,3,1,2,5
3909,4,5,4,8,1,3,1,2,2,1,3,2,3,1,3,1,1,2
3910,4,7,2,1,1,4,1,4,3,1,1,4,3,4,0,1,2,6
3911,0,4,6,8,3,4,9,3,3,1,4,3,3,2,0,1,1,6
3913,0,0,3,6,1,9,6,3,3,2,3,3,2,2,0,2,1,8
3919,4,4,1,6,2,4,9,4,4,1,5,4,3,3,3,1,1,8
3920,0,0,3,2,1,3,4,2,2,1,2,2,1,1,1,2,1,1
3923,5,2,9,3,1,4,1,3,3,2,2,4,3,2,3,1,1,6
3925,0,0,8,1,1,9,1,3,3,1,3,5,3,2,0,1,1,5
3926,1,0,2,9,1,1,4,3,2,2,4,3,2,2,1,1,1,5
3927,0,2,1,4,2,1,6,3,3,2,3,3,3,3,0,2,1,5
3929,0,0,3,8,1,5,6,3,3,1,3,1,1,1,0,2,2,8
3931,1,0,2,1,1,1,3,3,3,1,4,3,2,1,0,2,1,8
3937,4,4,1,2,1,3,1,3,2,1,3,3,3,3,0,1,1,8
3939,4,4,1,2,1,4,3,2,2,2,3,2,2,2,0,1,1,1
3945,5,0,8,2,1,9,6,3,3,2,2,3,2,3,0,2,2,8
3948,3,0,6,1,2,3,1,3,3,1,3,3,1,1,0,2,1,8
3949,0,0,6,2,9,3,1,3,3,1,2,2,3,2,0,2,1,1
3950,1,2,1,9,3,1,6,3,2,2,3,4,3,3,3,2,1,1
3951,4,0,3,1,2,5,6,3,4,1,3,4,3,3,0,2,1,1
3952,0,4,1,2,1,4,1,3,3,2,3,2,2,2,3,1,1,6
3954,5,4,1,8,1,4,6,3,3,2,2,4,2,2,0,1,1,8
3955,5,7,1,2,3,4,1,3,2,1,2,3,2,2,0,1,1,1
3956,5,3,1,8,1,6,3,2,1,2,2,3,2,1,0,2,1,8
3957,4,2,1,2,1,1,2,4,5,1,1,4,1,2,3,1,1,6
3958,4,0,1,2,2,4,3,3,4,2,2,2,2,1,0,2,1,8
3959,0,0,6,1,4,6,9,3,4,2,2,3,2,1,0,2,2,6
3960,0,0,3,2,1,1,4,3,2,1,3,3,1,1,0,1,1,8
3962,5,4,8,1,2,4,2,3,3,1,2,3,2,2,0,1,1,5
3963,0,2,1,8,5,4,1,3,3,2,3,2,3,2,0,1,1,6
3964,5,4,2,1,2,4,1,3,2,1,3,2,2,3,3,1,1,1
3968,4,0,1,3,2,5,4,2,3,1,3,2,2,2,0,2,1,8
3969,1,4,3,2,1,4,6,2,2,1,3,3,2,2,0,2,1,1
3971,1,5,2,3,1,1,3,3,2,1,3,4,3,1,3,2,1,5
3973,0,0,8,2,1,4,5,3,3,1,2,3,2,2,0,1,1,1
3974,5,4,2,6,1,3,1,3,2,1,3,3,3,3,0,1,1,6
3976,4,6,2,1,1,4,3,3,3,1,2,3,2,2,0,1,1,1
3983,4,5,1,2,1,1,6,3,2,1,3,2,2,3,3,2,1,5
3985,4,0,1,10,2,6,4,3,4,1,3,3,2,2,0,2,1,5
3986,4,0,3,6,1,1,4,2,1,1,3,3,1,1,3,1,1,5
3990,3,4,3,1,1,6,4,3,3,2,4,3,1,1,0,1,1,5
