BYAID,BYA01001,BYA01002,BYA01003,BYA02001,BYA02002C1,BYA02002C2,BYA02002C3,BYA02002C4,BYA02002C5,BYA02003,BYA02004,BYA02005,BYA02006,BYA03001,BYA03002,BYA03003,BYA03004,BYA03005C,BYA03006,BYA03007,BYA03008,BYA04001,BYA04002,BYA04004,BYA04005C,BYA04006,BYA05001,BYA05002,BYA05003,BYA05004,BYA05005,BYA05006,BYA05007,BYA05008,BYA05009,BYA05010,BYA05011,BYA05012,BYA06001,BYA06002,BYA06003,BYA06004,BYA06007,BYA06008,BYA06009,BYA06010,BYA06011,BYA06012,BYA06013,BYA06014,BYA06015,BYA07001,BYA07002,BYA08001,BYA08002,BYA08004,BYA08005,BYA08006,BYA08007,BYA08008,BYA08009,BYA08010,BYA08011,BYA08012,BYA08013,BYA08014,BYA08015,BYA08016,BYA08017,BYA08018,BYA08019,BYA08020,BYA08021,BYA08022,BYA08023,BYA08024,BYA08025,BYA08026,BYA08027,BYA08028,BYA08029,BYA08030,BYA08031,BYA08032,BYA08033,BYA08034,BYA08035,BYA09001,BYA09002,BYA09003,BYA09004,BYA09005,BYA09006,BYA09007,BYA09008,BYA09009,BYA09010,BYA09011,BYA09012,BYA09013,BYA09014,BYA09015,BYA09016,BYA09017,BYA09018,BYA09019,BYA09020,BYA09021,BYA09022,BYA09023,BYA09024,BYA09025,BYA09026,BYA09027,BYA09028,BYA10001,BYA10002,BYA10003,BYA10004,BYA10005,BYA10006,BYA10007,BYA10008,BYA10009,BYA10010,BYA10011,BYA10012,BYA10013,BYA10014,BYA10015,BYA10016,BYA10017,BYA10018,BYA10019,BYA10020,BYA10021,BYA10022,BYA10023,BYA10024,BYA10025,BYA10026,BYA10027,BYA10028,BYA10029,BYA10030,BYA10031,BYA10032,BYA10033,BYA10034,BYA10035,BYA10036,BYA10037,BYA10038,BYA10039,BYA10040,BYA10041,BYA10042,BYA10043,BYA10044,BYA10045,BYA10046
323,2,1,2,1,70,-4,-4,-4,-4,1,2,3,2,1,1,2,2,-4,5,5,5,1,2,1,611,3,4,4,4,5,4,4,4,5,4,4,5,5,-3,-3,-3,-3,-3,4,0,98,-3,13,23,0,0,1,53,6,1,2,1,1,1,1,1906,1700,47,89,569,577,554,16,16,15,0,4,0,7,3,5,18,20,17,17,2,0,27,0,0,0,698,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7878,2059522,2189,2069589,103350,7650,39000,124000,274000,3088971,835269,3924240,3756,0,3756,299,0,0,0,452997,653767,1106764,29722,7408370,5099953,373793,4684,0,374,0,6750,0,0,804404,0,0,79973,42933,113416,211711,16011,0,0,653689,1117732,7407689
324,1,1,2,1,30,70,-4,-4,-4,1,4,9,2,1,1,2,2,-4,4,2,4,3,3,2,-5,3,3,3,3,4,4,3,2,5,4,3,4,2,0,0,50,400,0,5,0,99.5,223/223,3,35,19,0,2,49,6,2,1,1,1,2,1,1927,1062,35,74,300,360,402,10,12,12,1,44,1,7,6,6,18,18,12,4,2,0,29,0,0,4,458,419299,266086,685385,277848,986793,1264641,13368,1123,14491,0,0,1355,46477,0,46477,2012349,139827,106943,246770,208620,304394,184778,14958,17355,730105,982545,0,1959420,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
325,2,1,2,1,22,21,40,20,-4,1,5,10,2,1,2,1,2,-4,4,4,4,1,2,1,408,4,5,5,3,5,5,5,3,5,5,5,5,5,0,0,50,300,0,0,0,99.9,220/220,7,30,0,0,1,50,6,2,2,1,1,1,1,1987,1107,30,63,352,387,368,10,10,10,0,6,0,8,2,3,26,18,5,0,1,0,14,0,0,2,362,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5984,1336554,547,1343085,0,0,18902,32400,51302,2094939,136195,2231134,5791,0,5791,0,0,0,0,281659,1199007,1480666,8057,5120035,3255128,308840,32400,0,0,5000,0,0,0,14668,0,0,53288,28152,36455,153662,0,0,0,1199006,1470563,5086599
326,2,1,2,1,10,70,22,-4,-4,1,5,8,1,1,2,2,2,-4,2,3,3,1,3,1,611,5,3,3,5,2,3,4,3,3,3,3,3,3,0,20,3,150,0,2,4,97,218/218,4,12,14,0,1,48,6,2,2,1,1,1,1,1984,491,15,34,165,158,168,5,5,5,0,5,1,0,3,3,10,13,2,2,0,0,15,0,0,5,176,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2839,538379,302,541520,0,0,2890,10500,13390,1320023,95090,1415113,3866,0,3866,0,0,0,0,146652,509710,656362,1741,2631992,1726030,200050,0,0,0,0,0,0,0,14991,0,0,27090,10126,13664,47908,0,0,0,509710,608498,2549569
327,1,1,2,1,30,40,-4,-4,-4,1,1,10,1,1,1,2,2,01,5,5,5,3,3,1,611,4,5,5,4,4,4,4,4,4,4,4,5,5,0,0,15,91,0,4,0,100,210/210,3,0,0,0,1,44,7,2,1,1,1,3,1,1990,304,19,61,144,137,23,8,8,3,0,26,1,5,7,15,17,11,4,1,0,0,23,15,0,11,40,1570753,918089,2488842,76579,645953,722532,53846,3441,57287,0,0,2000,150731,0,150731,3421392,57809,207896,265705,16633,1113862,804858,34144,127936,2097433,645953,0,3009091,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
328,2,1,2,2,-5,-5,-5,-5,-5,1,5,2,2,1,1,1,2,06,4,4,5,1,3,1,611,4,3,4,3,4,4,4,4,4,4,4,4,4,0,0,30,157,0,3,2,98.9,218/222,7,0,4,0,1,51,6,2,2,1,1,2,1,1966,568,17,40,196,207,165,6,6,5,0,17,1,3,4,5,7,9,8,1,2,0,4,0,0,0,180,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3417,688772,222,692411,0,0,0,0,0,1569966,130205,1700171,2664,0,2664,0,0,0,0,146486,585756,732242,23210,3150698,2083724,143038,0,0,0,421,0,0,0,78833,0,0,32534,13483,25640,53227,0,0,0,585756,710640,3016656
329,1,1,2,1,30,-4,-4,-4,-4,1,4,9,1,1,1,2,2,-4,5,4,5,3,2,1,611,3,4,4,3,4,4,4,4,4,4,3,4,4,0,30,36,250,0,2,26,99.8,226/226,3,26,18,0,1,56,6,2,1,1,1,3,1,1983,1289,38,82,437,426,426,12,12,12,2,43,2,9,12,11,12,18,10,5,3,0,28,2,0,1,379,280141,272251,552392,315451,1123255,1438706,29826,2207,32033,0,0,0,17999,0,17999,2041130,68890,113468,182358,120444,231216,172260,12915,124225,661060,1122383,0,1965801,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
330,2,1,2,2,-5,-5,-5,-5,-5,1,5,8,2,1,1,2,2,-4,4,4,5,2,3,1,611,4,4,3,5,4,5,4,4,5,4,4,5,5,0,10,90,290,2,1,0,99.8,203/221,11,31,11,0,1,52,6,2,2,1,1,1,1,1980,769,24,53,246,244,279,8,8,8,0,9,0,1,6,8,15,11,8,4,0,0,22,0,0,2,417,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12308,2074800,4203,2091311,75900,5550,35650,472900,590000,371427,1650546,2021973,26,0,26,295,0,0,0,439963,703872,1143835,310820,6158260,2854764,1870437,246799,0,0,0,0,40,0,44323,0,0,44976,41460,61086,290291,0,0,0,703872,1141685,6158048
331,2,1,2,1,30,70,-4,-4,-4,1,5,5,2,1,1,1,2,-4,4,4,4,1,2,1,713,4,2,3,4,4,4,4,3,4,4,4,4,3,1,36,28,361,18,20,7,99,191/222,17,3,30,0,1,43,6,3,2,1,1,3,1,1953,1440,41,85,478,492,470,13,14,14,0,34,2,14,11,13,22,8,7,7,1,0,20,0,0,2,475,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7361,1711783,1063,1720207,10000,0,0,0,10000,2681346,356161,3037507,936,0,936,0,2600,0,0,356242,1054430,1410672,35127,6217049,4211321,470053,109109,8905,4815,0,535,0,0,0,0,0,66631,19267,65712,176484,22186,283,0,1056471,1407034,6211772
332,2,1,2,1,30,70,-4,-4,-4,1,5,10,2,1,1,1,2,-4,4,3,4,1,1,1,611,4,5,4,4,3,4,4,2,5,5,4,4,4,0,56,47,373,10,12,4,99,220/223,4,64,0,0,1,56,6,3,2,1,1,1,1,1954,1354,39,81,456,444,454,13,13,13,0,13,0,3,19,8,10,3,12,20,6,0,18,0,0,3,497,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6992,1627755,1014,1635761,0,0,21300,0,21300,3057222,406971,3464193,0,15047,15047,0,0,0,0,342153,1641361,1983514,30515,7150330,4569923,322044,177224,1583,10262,0,0,0,0,83644,0,0,61858,45671,67558,145987,20097,995,0,1641331,1983497,7148177
333,2,1,2,1,70,30,-4,-4,-4,1,4,7,1,1,1,1,2,-4,3,3,3,1,1,1,611,3,1,3,2,3,4,4,1,4,4,4,5,4,0,44,18,329,10,6,4,99.85,222/222,3,20,5,0,1,47,6,3,2,1,1,1,1,1957,994,30,63,316,334,344,10,10,10,0,3,1,5,10,1,13,19,10,4,0,0,18,0,0,1,391,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4913,1195554,895,1201362,0,0,46751,0,46751,2365731,335398,2701129,2294,0,2294,0,0,0,0,251135,882323,1133458,25926,5110920,3453041,497582,3300,18725,2999,0,0,0,0,0,0,0,50557,16124,37228,124119,21737,623,0,882321,1132709,5108356
334,1,1,2,1,70,30,-4,-4,-4,1,5,5,2,1,1,2,2,-4,4,4,4,3,1,1,102,3,3,3,4,5,4,4,3,4,4,4,4,3,1,27,9,305,8,7,10,99.5,222/222,4,11,46,0,1,43,6,3,1,1,1,3,1,2000,1325,37,80,432,480,413,12,13,12,0,40,4,16,15,18,13,5,5,3,1,0,20,0,0,0,401,248746,118255,367001,332580,1205515,1538095,57097,8851,65948,0,0,21983,1668,0,1668,1994696,64010,83059,147070,130766,196011,235853,11874,30599,605104,1201552,0,1953725,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
335,2,1,2,1,70,30,-4,-4,-4,1,4,10,2,1,1,1,1,03,3,2,3,1,1,1,408,5,3,4,3,4,4,4,2,5,4,4,4,2,0,67,10,262,12,5,3,99,202/223,4,26,35,0,1,52,6,3,2,1,1,1,1,1981,1050,34,71,299,377,374,10,12,12,0,7,1,3,7,6,20,20,9,3,2,0,15,0,0,1,420,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4620,1260625,663,1265908,2000,0,0,0,2000,2690557,769898,3460455,10724,0,10724,0,0,0,0,269084,1012181,1281265,52387,6072739,3864272,347565,171468,9323,0,0,3674,0,0,427892,0,0,57384,24349,68414,80527,3815,823,0,1011575,1246887,6071081
336,1,1,2,1,10,70,-4,-4,-4,1,4,5,2,1,1,1,1,07,3,3,4,2,3,1,712,5,5,4,4,2,2,4,2,3,3,4,4,2,0,35,2,33,1,0,0,95,222/222,1,8,5,0,1,45,6,3,1,1,1,3,4,1969,187,6,16,68,62,57,2,2,2,0,7,2,5,1,1,1,3,1,2,0,0,5,0,0,0,72,347577,151914,499491,97434,206627,304061,503,4419,4922,195,0,0,17061,0,17061,825730,31744,91630,123374,60691,172772,156690,13267,64309,467728,206411,0,797514,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
337,1,1,2,1,70,30,-4,-4,-4,1,2,6,1,1,1,1,1,-4,5,5,5,3,2,1,611,4,3,4,5,3,3,4,2,5,4,4,4,3,63,55,86,351,42,0,0,99.9,216/223,7,15,24,0,1,47,6,4,1,1,1,3,1,1996,1469,41,91,407,567,495,11,16,14,0,61,3,24,32,8,19,3,0,2,0,0,17,5,0,0,537,284057,197798,481855,363095,960281,1323376,28012,6806,34818,678,0,9845,63989,0,63989,1914561,76192,86669,162861,55866,324318,295484,15232,44536,735436,960281,0,1914561,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
338,2,1,2,1,30,70,-4,-4,-4,1,5,8,2,1,1,1,2,01,4,4,3,3,2,1,206,3,4,4,5,4,4,4,3,4,4,4,4,4,41,22,127,295,0,6,2,99.8,221/221,17,34,0,0,1,46,6,4,2,1,1,2,1,1986,1502,43,89,510,484,508,14,14,15,0,43,3,18,15,20,25,5,1,1,1,0,17,0,0,0,547,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8433,1840942,1558,1850933,0,0,20000,0,20000,2034524,356593,2391117,117782,92908,210690,872,0,0,0,579409,448425,1027834,22527,5523973,3827623,434343,0,329,12884,0,0,0,0,244952,0,0,69623,30033,21770,234502,0,1993,0,448425,806346,5523973
339,1,1,2,1,70,30,-4,-4,-4,1,4,11,2,1,1,2,2,-4,4,4,4,1,1,1,712,4,4,4,3,2,4,4,3,4,4,4,4,3,10,60,108,337,0,24,40,99.8,218/224,6,29,23,0,1,50,6,4,1,1,1,3,1,2001,1504,42,90,521,454,529,14,13,15,0,47,2,16,18,16,18,14,2,4,0,0,31,1,0,0,534,269481,121699,391180,390025,1070431,1460456,50488,7144,57632,131,0,0,153774,0,153774,2063173,75871,51353,127224,59099,192035,296655,15668,75269,638726,1070431,0,2063173,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
340,1,1,2,1,70,30,-4,-4,-4,1,4,5,1,1,1,2,2,-4,4,4,4,3,2,1,610,3,5,4,4,5,4,4,3,4,4,4,4,4,13,17,197,147,0,0,0,98,222/222,4,30,20,0,1,58,6,4,1,1,1,1,1,1973,1144,34,72,369,409,366,10,12,11,1,35,1,8,23,9,15,10,2,3,1,0,23,3,0,0,490,293502,216717,510219,282041,844560,1126601,22918,34315,57233,1492,0,0,27315,0,27315,1722860,60696,134404,195100,34081,193208,356454,18726,28900,631369,845150,0,1722860,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
341,1,1,2,1,30,70,-4,-4,-4,1,4,5,2,1,1,2,2,-4,4,5,4,2,2,1,101,4,5,5,3,5,4,4,4,5,4,4,4,5,10,0,148,172,0,13,12,99,223/223,3,44,18,0,1,47,6,4,1,1,1,1,1,1994,1629,44,96,585,531,513,15,15,14,0,37,2,11,17,11,25,19,6,3,2,0,42,0,0,2,507,273311,173787,447098,410400,1005621,1416021,49240,8112,57352,0,0,0,144905,0,144905,2065376,80098,91865,171963,31706,327907,266848,21684,98949,747094,1005619,0,2065376,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
342,2,1,2,2,-5,-5,-5,-5,-5,1,5,12,1,1,1,1,1,-4,4,4,4,1,3,1,101,5,3,3,3,4,4,4,2,4,4,4,4,4,0,0,50,250,0,0,0,99,222/222,5,0,20,0,1,42,6,5,2,1,1,1,1,1966,929,26,54,289,325,315,8,9,9,0,1,0,3,2,7,21,11,7,2,1,0,16,0,0,1,293,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4885,1074679,1037,1080601,0,0,13957,12000,25957,1829930,209380,2039310,79450,0,79450,0,0,0,0,223626,1114660,1338286,56955,4620559,2865503,326146,0,0,422,0,0,0,0,85628,0,0,35310,13459,43131,125994,3988,526,0,1114620,1337027,4614725
343,1,1,2,2,-5,-5,-5,-5,-5,1,5,2,2,1,1,2,2,07,4,3,5,2,1,1,102,3,2,3,4,1,4,4,1,4,4,4,4,3,10,30,30,290,0,12,4,98,232/232,1,9,40,0,2,49,6,5,1,1,1,2,1,1951,1085,32,65,383,340,362,11,10,11,0,38,2,11,10,3,10,10,10,6,3,0,11,0,0,2,374,220877,279836,500713,257755,1198927,1456682,6655,2976,9631,174,0,7000,8281,0,8281,1982481,48941,143612,192553,79161,196787,191547,13987,102498,583980,1162058,0,1938591,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
344,2,1,2,2,-5,-5,-5,-5,-5,1,5,11,2,1,1,2,2,-4,5,4,5,2,3,1,611,4,2,3,5,4,5,5,2,4,4,4,4,4,10,70,60,250,0,12,0,99,210/222,7,27,20,0,1,58,6,5,2,1,1,2,1,1951,1145,33,70,416,351,378,12,10,11,0,26,1,8,7,9,13,13,10,6,3,0,25,0,0,0,380,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7207,1314253,1106,1322565,0,0,2137,0,2137,2518603,321323,2839926,63094,0,63094,519,0,0,0,283465,1256766,1540231,28692,5797165,3728865,240029,0,0,5595,0,0,0,0,194756,0,0,46522,21992,59362,108906,3000,1079,0,1256688,1497549,5666794
345,1,1,2,1,30,70,-4,-4,-4,1,5,12,2,1,1,2,2,-4,3,4,5,1,2,1,103,2,2,3,4,4,4,4,3,5,5,5,4,2,-3,-3,-3,-3,-3,22,0,98,218/220,3,43,11,0,1,53,6,6,1,1,1,3,1,1982,1355,40,86,422,465,468,12,14,14,0,36,4,19,19,8,6,9,14,4,3,0,39,1,0,0,464,317766,486358,804124,339473,1223515,1562988,1270,4583,5853,0,0,37760,39800,0,39800,2450525,130664,96390,227054,212557,383880,320252,15339,32078,964106,1223515,0,35850,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
346,2,1,2,1,70,30,-4,-4,-4,1,1,13,2,1,1,2,2,-4,5,5,5,1,1,1,611,4,3,3,4,4,5,5,3,5,5,5,5,4,0,36,23,391,0,7,0,99.29,217/223,5,65,0,0,1,55,6,6,2,1,1,1,1,1978,1197,36,73,393,396,408,12,12,12,0,4,0,2,10,10,16,21,11,2,1,0,24,0,0,2,456,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6193,1478760,8768,1493721,0,0,27230,3982,31212,2619548,196703,2816251,4503,0,4503,500,0,0,0,304324,1620273,1924597,6035,6276819,3993296,280213,8301,29498,0,0,120,1205,0,29446,0,0,56739,8722,75728,132897,29998,240,0,1619782,1924106,6266185
347,2,1,2,2,-5,-5,-5,-5,-5,1,5,13,2,1,1,2,2,-4,4,4,5,1,2,1,101,4,4,4,4,4,4,4,4,4,4,4,4,4,0,10,50,350,0,1,0,99.5,222/228,14,50,3,0,1,45,6,6,2,1,1,1,1,1972,1270,34,69,422,421,427,11,11,12,0,9,3,9,3,5,12,13,12,6,6,0,30,0,0,1,424,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6630,1537937,6772,1551339,0,0,3000,0,3000,2298130,240683,2538813,9713,0,9713,0,0,0,0,317262,1246765,1564027,6324,5673216,3709440,290848,2748,32811,275,0,1702,1990,0,59755,0,0,52169,11254,59876,158530,34352,687,0,1247109,1563977,5663546
