BYAID,BYA01001,BYA01002,BYA01003,BYA02001,BYA02002C1,BYA02002C2,BYA02002C3,BYA02002C4,BYA02002C5,BYA02003,BYA02004,BYA02005,BYA02006,BYA03001,BYA03002,BYA03003,BYA03004,BYA03005C,BYA03006,BYA03007,BYA03008,BYA04001,BYA04002,BYA04004,BYA04005C,BYA04006,BYA05001,BYA05002,BYA05003,BYA05004,BYA05005,BYA05006,BYA05007,BYA05008,BYA05009,BYA05010,BYA05011,BYA05012,BYA06001,BYA06002,BYA06003,BYA06004,BYA06007,BYA06008,BYA06009,BYA06010,BYA06011,BYA06012,BYA06013,BYA06014,BYA06015,BYA07001,BYA07002,BYA08001,BYA08002,BYA08004,BYA08005,BYA08006,BYA08007,BYA08008,BYA08009,BYA08010,BYA08011,BYA08012,BYA08013,BYA08014,BYA08015,BYA08016,BYA08017,BYA08018,BYA08019,BYA08020,BYA08021,BYA08022,BYA08023,BYA08024,BYA08025,BYA08026,BYA08027,BYA08028,BYA08029,BYA08030,BYA08031,BYA08032,BYA08033,BYA08034,BYA08035,BYA09001,BYA09002,BYA09003,BYA09004,BYA09005,BYA09006,BYA09007,BYA09008,BYA09009,BYA09010,BYA09011,BYA09012,BYA09013,BYA09014,BYA09015,BYA09016,BYA09017,BYA09018,BYA09019,BYA09020,BYA09021,BYA09022,BYA09023,BYA09024,BYA09025,BYA09026,BYA09027,BYA09028,BYA10001,BYA10002,BYA10003,BYA10004,BYA10005,BYA10006,BYA10007,BYA10008,BYA10009,BYA10010,BYA10011,BYA10012,BYA10013,BYA10014,BYA10015,BYA10016,BYA10017,BYA10018,BYA10019,BYA10020,BYA10021,BYA10022,BYA10023,BYA10024,BYA10025,BYA10026,BYA10027,BYA10028,BYA10029,BYA10030,BYA10031,BYA10032,BYA10033,BYA10034,BYA10035,BYA10036,BYA10037,BYA10038,BYA10039,BYA10040,BYA10041,BYA10042,BYA10043,BYA10044,BYA10045,BYA10046
348,1,1,2,1,70,30,-4,-4,-4,1,5,8,2,1,1,2,2,-4,4,4,5,1,2,1,105,1,4,4,5,5,5,5,3,5,5,5,4,3,0,82,32,305,-2,13,9,99.8,221/221,0,21,40,4,1,57,6,7,1,1,1,3,1,1999,1434,41,89,467,485,482,13,14,14,0,40,2,16,28,11,18,8,4,2,0,0,19,0,0,0,435,309169,130889,440058,328009,1233475,1561484,20681,7224,27905,0,0,0,48816,0,48816,2078263,77173,99570,176743,30833,307754,262344,15215,37782,653928,1233475,0,2064146,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
349,1,1,2,1,30,70,-4,-4,-4,1,5,8,2,1,1,2,2,-4,4,3,5,1,2,1,712,1,1,2,3,5,4,4,3,3,3,4,4,2,0,18,78,390,2,1,17,99,221/221,3,18,38,0,1,52,6,7,1,1,1,1,1,1982,1394,40,87,429,486,479,12,14,14,0,57,3,15,24,12,13,6,7,6,1,0,21,1,0,0,438,304234,184711,488945,317356,986462,1303818,12119,44814,56933,0,0,0,133438,0,133438,1983134,77987,82889,160876,68904,130799,568698,14963,0,783364,986458,0,1930698,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
350,1,2,2,2,-5,-5,-5,-5,-5,1,5,6,1,1,1,2,2,-4,3,3,3,2,3,1,712,2,2,3,4,3,4,4,2,3,3,4,4,4,67,35,43,95,27,16,11,99.95,205/221,1,39,6,0,1,46,9,8,1,1,1,3,3,1954,803,25,55,268,259,276,8,8,8,1,23,2,7,6,14,15,6,3,2,0,0,20,0,0,1,267,196222,566901,763123,197994,616331,814325,2820,38253,41073,0,14557,1630830,11634,290212,301846,3565754,41127,190583,231710,227555,606301,424691,14442,231965,1504954,616331,0,2352995,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
351,1,1,2,2,-5,-5,-5,-5,-5,1,4,5,2,1,1,2,2,-4,3,4,4,3,3,1,712,4,5,4,5,5,4,4,4,3,3,3,4,5,5,0,180,42,0,0,0,99,220/220,20,29,14,0,2,45,6,8,1,1,1,3,2,1985,1468,43,101,488,466,514,14,14,15,0,75,3,26,28,18,14,7,4,1,0,0,30,0,0,1,509,236583,278403,514986,358932,1221374,1580306,65709,5871,71580,0,0,79973,54566,111328,165894,2412739,67051,122066,189117,58542,215867,290665,18854,268876,852804,1221374,0,2263295,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
352,2,2,2,2,-5,-5,-5,-5,-5,1,5,4,2,1,1,2,2,09,2,2,2,4,2,1,611,4,3,3,3,2,2,4,2,2,2,2,3,3,4,6,8,48,2,1,5,99.5,210/222,1,22,3,0,1,56,9,8,2,1,1,3,4,1976,411,12,26,141,139,131,4,4,4,0,7,0,5,7,2,6,3,0,3,0,0,8,0,0,0,133,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1777,310724,1131,313632,0,0,1500,0,1500,1095147,390918,1486065,69491,0,69491,6806,0,0,0,114689,116987,231676,1498,2110668,1265587,190628,2526,0,0,791,0,0,0,390693,0,0,15300,5963,17262,75874,0,0,0,116987,231386,2081611
353,1,1,2,2,-5,-5,-5,-5,-5,1,1,8,2,1,1,1,2,-4,4,4,2,1,3,1,611,2,2,3,3,3,4,4,3,3,4,4,4,4,-4,-4,-4,-4,-4,3,0,95,222/222,15,7,35,0,1,52,6,8,1,1,1,3,2,2002,1144,35,72,352,429,363,11,13,11,0,44,1,25,15,14,12,2,2,0,1,0,12,0,0,0,0,185018,248416,433434,290581,1342415,1632996,3897,3493,7390,26556,0,0,154241,0,154241,2254617,52334,98252,150586,23119,216790,404049,13062,0,657020,1425135,0,2232741,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
354,1,2,2,2,-5,-5,-5,-5,-5,1,4,7,2,1,1,2,2,-4,3,3,4,3,1,1,101,3,2,4,4,5,2,4,1,4,4,3,3,3,23,29,6,33,57,2,9,99,200/222,1,18,18,0,1,32,9,8,1,1,1,3,2,1974,524,18,42,158,187,179,6,6,6,0,18,2,11,9,6,5,5,1,3,0,0,9,0,0,0,177,208158,534401,742559,120211,123363,243574,3619,7516,11135,1260,0,328520,6049,0,6049,1333097,31819,42965,74784,63179,210221,338943,16393,112955,741691,123622,0,940097,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
355,2,1,2,1,70,30,-4,-4,-4,1,5,7,2,1,1,2,2,04,3,4,4,1,3,1,715,4,3,2,4,2,4,5,2,3,3,4,5,5,200,189,60,32,5,12,1,99.3,207/221,22,7,0,0,1,43,6,8,2,1,1,2,2,1988,1492,45,94,481,544,467,15,16,14,0,36,2,27,15,22,25,2,0,1,0,0,33,0,0,0,517,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7744,1792678,1216,1801638,0,0,5000,0,5000,2320170,980747,3300917,404,0,404,0,0,0,0,389586,1182828,1572414,14417,6694790,3837490,1105762,0,0,0,0,0,0,0,175027,0,0,59993,35189,20510,273815,0,0,0,1182818,1572325,6690604
356,1,1,2,1,70,30,-4,-4,-4,1,5,6,2,1,1,2,2,-4,3,5,5,2,3,1,611,1,1,4,4,1,4,4,3,1,2,3,4,5,0,0,254,326,0,16,12,99.9,204/221,2,21,32,0,1,52,6,8,1,1,1,1,2,1974,1642,47,100,568,553,521,16,16,15,0,44,6,32,32,9,9,6,4,1,1,0,15,0,0,0,580,232956,270506,503462,409614,1526668,1936282,61387,57942,119329,0,0,38291,45629,0,45629,2642993,71006,136710,207716,61185,238821,368101,20723,159448,848278,1526668,0,2582662,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
357,1,1,2,2,-5,-5,-5,-5,-5,1,4,5,2,1,1,2,2,-4,3,4,4,3,3,1,509,4,5,4,5,5,4,4,4,3,3,3,4,5,5,0,180,42,0,0,0,99,220/220,20,29,14,0,2,45,6,8,1,1,1,3,2,1994,1470,43,90,497,463,510,14,14,15,0,61,3,22,29,11,12,9,2,1,1,0,21,0,0,0,525,236018,149457,385475,376267,1412546,1788813,66055,19009,85064,333,0,5617,113578,0,113578,2378880,65858,119764,185622,33508,280270,165524,18212,229144,726658,1412546,0,2324826,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
358,2,1,2,2,-5,-5,-5,-5,-5,1,3,8,2,1,1,1,2,-4,4,3,3,3,3,1,712,3,3,4,3,2,4,4,3,4,4,5,4,3,40,110,160,200,0,5,0,99.8,198/220,5,82,0,0,1,48,6,8,2,1,1,2,2,1975,1451,43,87,459,500,492,13,15,15,0,52,2,16,5,9,20,20,11,3,1,0,20,0,0,1,508,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7390,1737529,1199,1746118,0,0,4040,0,4040,2581040,146100,2727140,88320,0,88320,1991,0,0,0,500565,929797,1430362,6171,6004142,4219328,266990,0,0,0,0,0,0,0,149899,0,0,57696,45658,6394,190580,0,0,0,929797,1230125,5866342
359,2,2,2,2,-5,-5,-5,-5,-5,2,-5,-5,2,1,1,2,1,-4,2,3,2,2,1,1,610,4,2,2,3,3,2,3,3,3,3,3,3,3,1,21,3,22,45,3,4,99.7,215/222,0,22,0,0,1,46,9,8,2,1,1,3,4,1961,219,9,22,46,81,92,2,3,4,0,2,0,1,1,5,7,6,1,0,0,1,9,0,0,0,92,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,567,165150,555,166272,0,0,11000,0,11000,1162626,146462,1309088,25030,0,25030,925,0,0,0,87948,122059,210007,4638,1726960,1189314,304026,6400,0,0,356,0,0,0,0,0,0,14520,8244,23496,6265,0,0,0,167355,219880,1719976
360,1,2,2,1,30,70,-4,-4,-4,1,5,7,2,1,1,1,2,-4,4,4,5,1,3,1,611,4,4,5,3,1,3,4,3,5,5,5,4,2,0,43,11,116,3,11,5,99.6,222/222,3,12,22,0,1,41,6,8,1,1,1,3,2,1999,649,21,44,218,215,216,6,6,6,3,19,2,8,10,8,11,3,1,0,1,0,19,0,0,0,185,200563,128480,329043,161535,617871,779406,6696,20860,27556,0,15532,461729,547476,0,547476,2160742,31876,51130,83006,70298,121421,198640,13809,863321,1267489,617871,0,1968366,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
361,2,1,2,1,70,30,40,-4,-4,1,5,5,2,1,1,2,1,01,5,5,5,2,3,1,712,4,2,3,4,4,3,3,3,5,5,3,3,3,150,-2,259,-2,20,13,65,95,221/221,20,47,21,0,1,47,6,8,2,1,1,3,2,1958,1527,44,89,525,513,489,15,15,14,0,26,2,15,12,19,17,15,3,4,1,1,29,0,0,0,510,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8565,1804095,1545,1814205,97617,7268,43209,291,148385,2148569,264407,2412976,0,7269,7269,1422,0,0,0,389911,999068,1388979,46314,5819550,3924819,218283,0,0,0,0,0,0,7269,276552,0,0,58882,63959,59215,207855,0,0,0,999068,1388979,5815902
362,2,1,2,2,-5,-5,-5,-5,-5,1,5,9,2,1,1,2,2,-4,4,3,4,1,3,2,-5,2,4,4,5,3,4,4,3,4,4,4,4,4,7,4,219,270,0,3,2,99.8,218/221,2,66,4,0,1,45,6,8,2,1,1,1,2,1974,1325,36,73,467,449,409,12,12,12,0,6,1,2,11,12,19,11,9,7,1,0,11,0,0,1,550,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7213,1543279,1330,1551822,106837,4650,48644,0,160131,2279538,125783,2405321,30940,0,30940,6714,0,0,0,358871,1362400,1721271,42414,5918613,3848842,359035,0,0,0,0,0,0,0,0,0,0,49562,45451,99640,132933,0,0,0,1362400,1689986,5897863
363,2,2,2,1,10,22,70,-4,-4,1,5,8,2,1,1,1,1,09,4,3,3,3,3,1,611,4,4,4,4,3,4,4,3,4,4,4,4,4,52,-2,196,238,-2,14,0,99.9,220/220,25,29,12,0,1,43,6,8,2,1,1,3,2,1989,1693,47,96,547,591,555,14,17,16,0,40,8,15,11,33,21,4,2,1,1,0,24,0,0,0,549,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8791,2036363,5614,2050768,0,0,4422,0,4422,2071655,509177,2580832,46585,0,46585,4266,0,0,0,492466,1130688,1623154,16203,6326230,3985541,713639,0,0,0,4275,0,0,0,0,0,0,63161,43709,70908,247945,0,0,0,1118375,1544098,6247553
364,2,1,2,1,70,30,-4,-4,-4,1,5,8,1,1,1,2,2,-4,3,3,3,3,1,1,408,4,3,3,4,4,3,3,3,4,3,4,4,3,20,30,70,240,7,6,0,98,211/221,3,65,0,0,1,47,6,8,2,1,1,3,2,1984,1112,37,76,355,359,398,14,11,12,0,22,2,4,14,20,23,12,0,0,1,0,13,0,0,0,477,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5780,1320854,1347,1327981,0,0,3000,0,3000,2525286,576985,3102271,-40504,0,-40504,4243,0,0,48297,404202,369581,773783,32924,5251995,3562938,306683,37803,0,0,2645,0,0,0,503917,63297,0,49724,24400,51217,202385,0,0,0,369581,697307,5174590
365,1,2,2,1,70,30,-4,-4,-4,1,5,5,2,1,1,2,2,-4,4,3,4,1,1,1,408,4,4,4,4,2,3,4,3,3,3,4,4,3,87,-2,87,-2,10,30,60,80,222/222,1,0,3,0,2,42,6,8,1,1,1,3,2,2000,632,19,40,188,212,232,6,6,7,0,18,3,8,6,5,7,8,2,1,0,0,20,0,0,0,187,189442,69801,259243,157282,316843,474125,16519,3932,20451,0,0,514,64451,0,64451,818784,30960,38191,69151,24337,99424,135216,14415,62662,336054,316823,0,722028,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
366,1,1,2,2,-5,-5,-5,-5,-5,1,3,10,2,1,1,1,2,-4,4,3,3,2,1,2,-5,2,2,3,4,4,2,3,3,3,3,3,3,2,40,10,80,100,0,32,17,98,212/223,8,16,30,0,1,44,6,8,1,1,1,3,2,1996,1794,48,108,684,573,537,16,16,16,0,70,4,27,34,14,18,7,4,0,0,0,23,0,0,0,527,230871,132506,363377,455858,962160,1418018,77003,22697,99700,2751,0,27528,58397,0,58397,1969771,71895,126476,198371,51366,201009,275432,23174,258259,809240,962160,0,1969771,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
367,1,2,2,1,30,70,-4,-4,-4,1,3,5,2,1,1,2,2,-4,5,5,5,1,1,2,-5,4,2,3,4,4,3,4,3,3,3,5,5,3,0,33,0,16,20,7,20,99.8,222/222,1,10,3,0,1,50,9,8,1,1,1,3,4,1975,193,6,16,69,68,56,2,2,2,0,4,1,0,3,2,5,2,1,1,1,0,8,0,0,0,69,136712,150613,287325,48085,101297,149382,871,1526,2397,430,0,13082,7257,0,7257,459873,14040,55651,69691,16368,126321,79360,10169,55070,287288,100408,0,457387,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
368,1,2,2,1,30,70,-5,-5,-5,1,5,6,2,1,1,2,2,-4,4,3,5,2,1,1,610,4,5,4,5,2,2,3,1,4,2,3,4,1,12,100,21,22,64,63,47,93.5,207/222,2,47,6,0,1,46,6,8,1,1,1,3,4,2000,1039,29,62,451,381,207,12,11,6,0,29,3,9,7,16,12,11,2,1,1,0,31,0,0,0,219,192378,32295,224673,261993,653762,915755,27724,655,28379,843,3000,251944,138890,0,138890,1563484,44660,56143,100803,83237,144048,209789,16546,321930,775550,653009,0,1529362,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
369,1,2,2,1,30,70,-4,-4,-4,1,4,6,1,1,1,2,2,-4,5,5,5,1,2,1,101,4,5,5,5,5,4,4,3,5,5,4,4,4,205,41,160,81,0,2,0,99.9,193/221,0,12,38,0,1,52,6,8,1,1,1,3,2,2000,1485,44,89,395,456,634,11,12,18,3,61,4,27,33,11,5,5,4,0,0,0,18,0,0,0,553,259953,268442,528395,366913,1334073,1700986,2252,4112,6364,2339,0,0,59457,0,59457,2297541,92896,126635,219531,46428,154223,344817,19640,86233,651341,1329579,0,2200451,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
370,2,2,2,2,-5,-5,-5,-5,-5,1,5,10,2,1,1,1,1,09,4,3,4,1,2,1,102,4,3,3,4,4,4,4,2,3,3,3,4,3,15,30,70,206,0,7,6,99.9,190/224,1,15,0,0,1,50,6,9,2,1,1,2,2,1967,1039,30,65,353,347,339,10,10,10,0,17,0,4,13,10,17,16,3,2,0,0,18,0,0,0,361,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5005,867833,2137,874975,0,0,8336,0,8336,2793505,338902,3132407,31179,0,31179,0,0,0,0,223309,927009,1150318,6978,5204193,3525981,388551,43382,20986,25192,1304,0,0,0,31090,0,0,46806,21502,22461,79143,42287,1243,0,927008,1140450,5176936
371,2,2,2,2,-5,-5,-5,-5,-5,1,5,5,2,1,1,1,1,03,4,4,4,1,2,1,307,2,4,4,5,5,4,4,2,4,4,4,4,5,10,35,53,31,52,0,2,98,220/223,1,41,3,0,1,49,9,9,2,1,1,2,3,1963,500,21,48,157,158,185,7,7,7,0,17,0,4,5,14,14,8,0,2,0,1,10,0,0,0,185,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2083,408475,1081,411639,0,0,2483,0,2483,2384672,720,2385392,100492,0,100492,0,27590,0,0,104822,269367,374189,4751,3306536,2457416,199650,122533,2733,0,656,27550,0,0,42102,0,0,34369,11249,27915,28349,0,0,0,269532,371414,3224054
372,1,2,2,2,-5,-5,-5,-5,-5,1,5,12,2,1,1,1,1,-4,4,4,5,3,3,1,307,4,2,3,2,4,4,4,4,4,4,4,4,5,0,0,180,150,0,0,0,99.9,205/223,0,22,11,0,1,51,6,9,1,1,1,1,2,1924,1042,30,69,357,350,335,10,10,10,0,14,1,3,5,12,15,20,7,4,2,0,24,0,0,1,324,269546,263633,533179,212613,658780,871393,81227,23714,104941,0,0,24000,41917,0,0,1575430,58955,143624,202579,76769,230559,280357,10257,86844,684786,658093,0,1545458,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
373,1,2,2,1,40,-4,-4,-4,-4,1,4,12,2,1,1,1,2,09,4,4,4,3,3,1,714,3,4,4,3,4,3,3,4,4,4,3,3,4,5,50,52,162,0,2,6,99,190/220,0,12,25,0,1,48,6,10,1,1,1,2,2,1942,1127,33,65,372,383,372,11,11,11,0,34,9,15,6,13,11,7,2,2,0,0,20,0,0,0,353,226863,324415,551278,221300,1223045,1444345,8500,6315,14815,0,0,6000,29883,0,29883,2046321,48905,90146,139051,125175,283825,168165,10893,54814,642872,1213820,0,1995743,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
